2;4254;4254;1381;28.12.2015;"ООО ""Шинные технологии"""
2;3133;3133;1382;28.12.2015;"ООО ""Шинные технологии"""
4;2650;2650;40;31.12.2015;"ЧП Сергеев"
2;1067;1067;178;04.01.2016;Z-Shina
20;990.81;1040.91;999;04.01.2016;"ООО ""Шинная Компания"""
2;900;900;111;04.01.2016;"ЧП Манойло (Два Cезона)"
4;1082;1082;219;30.12.2015;"Интершина Харьков"
2;1080;1080;1120;28.12.2015;"ООО ""Шинные технологии"""
4;833;833;227;30.12.2015;"Интершина Харьков"
2;832;832;1137;28.12.2015;"ООО ""Шинные технологии"""
4;1296;1296;1173;28.12.2015;"ООО ""Шинные технологии"""
2;1082.16;1243.8;57;04.01.2016;"ООО ТПК ""Омега-Автопоставка"""
14;1233.91;1295.45;1033;04.01.2016;"ООО ""Шинная Компания"""
4;1124;1124;1177;28.12.2015;"ООО ""Шинные технологии"""
20;982.36;1032.18;1035;04.01.2016;"ООО ""Шинная Компания"""
12;1727.55;1813.27;1055;04.01.2016;"ООО ""Шинная Компания"""
20;1096.27;1151.64;1059;04.01.2016;"ООО ""Шинная Компания"""
2;1050;1082;428;04.01.2016;"ООО ""МТС"""
4;1757.55;1845.27;1094;04.01.2016;"ООО ""Шинная Компания"""
2;1846;1846;1107;04.01.2016;TireShop
4;1610;1610;1300;28.12.2015;"ООО ""Шинные технологии"""
10;1302.97;1407.15;448;28.12.2015;Элит
2;1235;1235;161;04.01.2016;"ЧП Манойло (Два Cезона)"
2;2018;2018;1308;28.12.2015;"ООО ""Шинные технологии"""
20;1711.55;1796.27;1134;04.01.2016;"ООО ""Шинная Компания"""
4;1874;1874;1312;28.12.2015;"ООО ""Шинные технологии"""
20;1476.45;1550.73;1162;04.01.2016;"ООО ""Шинная Компания"""
16;1801.26;2070.36;96;04.01.2016;"ООО ТПК ""Омега-Автопоставка"""
9;1702.55;1788.27;1211;04.01.2016;"ООО ""Шинная Компания"""
6;1559.25;1684.12;452;28.12.2015;Элит
8;1704;1704;211;04.01.2016;Z-Shina
2;1355;1355;186;04.01.2016;"ЧП Манойло (Два Cезона)"
4;1945;1945;1334;28.12.2015;"ООО ""Шинные технологии"""
2;1752;1752;213;04.01.2016;Z-Shina
4;3887;3887;233;04.01.2016;Z-Shina
20;1859.73;1952.36;1115;04.01.2016;"ООО ""Шинная Компания"""
20;2092.64;2197.82;1139;04.01.2016;"ООО ""Шинная Компания"""
20;1950.27;2047.64;1156;04.01.2016;"ООО ""Шинная Компания"""
20;1989.91;2089.45;1179;04.01.2016;"ООО ""Шинная Компания"""
20;2157.82;2265.91;1190;04.01.2016;"ООО ""Шинная Компания"""
12;1830;1885;507;04.01.2016;"ООО ""МТС"""
12;1894.36;1988.18;1201;04.01.2016;"ООО ""Шинная Компания"""
2;1732.05;1870.42;426;28.12.2015;Элит
20;1972.36;2071.18;1220;04.01.2016;"ООО ""Шинная Компания"""
2;1711;1711;129;04.01.2016;БФ-Шина
4;2239.42;2418.75;486;28.12.2015;Элит
20;2074.18;2177.09;1222;04.01.2016;"ООО ""Шинная Компания"""
2;1729;1729;174;04.01.2016;БФ-Шина
10;1768;1910.02;476;28.12.2015;Элит
2;1885;1885;799;28.12.2015;"ООО ""Шинные технологии"""
4;2011;2072;525;04.01.2016;"ООО ""МТС"""
20;2558.91;2685.45;1236;04.01.2016;"ООО ""Шинная Компания"""
20;2176.82;2285.91;1241;04.01.2016;"ООО ""Шинная Компания"""
2;2129.62;2299.95;457;28.12.2015;Элит
20;2277.36;2391.18;1255;04.01.2016;"ООО ""Шинная Компания"""
4;2166;2166;217;04.01.2016;Z-Shina
2;2680;2680;222;04.01.2016;Z-Shina
2;2542.73;2669.36;1249;04.01.2016;"ООО ""Шинная Компания"""
4;2795;2795;231;04.01.2016;Z-Shina
10;1234.73;1296.36;1050;04.01.2016;"ООО ""Шинная Компания"""
2;1512;1512;939;28.12.2015;"ООО ""Шинные технологии"""
20;1727.09;1814.55;1076;04.01.2016;"ООО ""Шинная Компания"""
20;1617.91;1697.45;1083;04.01.2016;"ООО ""Шинная Компания"""
20;1900.18;1995.09;1155;04.01.2016;"ООО ""Шинная Компания"""
2;2116.57;2264.62;525;28.12.2015;Элит
11;2105.55;2210.27;1187;04.01.2016;"ООО ""Шинная Компания"""
2;612;631;33;04.01.2016;"ООО ""МТС"""
2;530;530;952;04.01.2016;TireShop
20;585.36;615.18;977;04.01.2016;"ООО ""Шинная Компания"""
8;712;712;475;04.01.2016;"ЧП Семеха"
20;647.27;679.63;991;04.01.2016;"ООО ""Шинная Компания"""
8;647;647;454;04.01.2016;"ЧП Семеха"
8;748;748;494;04.01.2016;"ЧП Семеха"
4;748;748;1089;28.12.2015;"ООО ""Шинные технологии"""
20;838.54;880.27;1015;04.01.2016;"ООО ""Шинная Компания"""
4;805;830;298;04.01.2016;"ООО ""МТС"""
8;831;831;508;04.01.2016;"ЧП Семеха"
4;1101;1101;62;04.01.2016;БФ-Шина
2;1404;1404;1221;28.12.2015;"ООО ""Шинные технологии"""
12;530;530;3;28.12.2015;"ЧП Сильченко"
2;637.68;732.96;339;04.01.2016;"ООО ТПК ""Омега-Автопоставка"""
10;647.5;705.775;246;04.01.2016;"Аскания Авто"
20;594.25;624.25;9;04.01.2016;"ООО ""Шинная Компания"""
2;552;552;1;04.01.2016;"ООО Авитех"
20;656.87;689.87;53;04.01.2016;"ООО ""Шинная Компания"""
4;704;768;19;04.01.2016;"Вито шина (ПП Пальонка В. В.)"
4;518;777;79;04.01.2016;"DTW (ФЛП Комарицкий С.Д.)"
20;602.17;632.37;74;04.01.2016;"ООО ""Шинная Компания"""
20;740.25;777.25;136;04.01.2016;"ООО ""Шинная Компания"""
20;673.87;707.87;160;04.01.2016;"ООО ""Шинная Компания"""
8;639;639;32;04.01.2016;"ООО Авитех"
20;752.87;790.87;174;04.01.2016;"ООО ""Шинная Компания"""
4;824;896;62;04.01.2016;"Вито шина (ПП Пальонка В. В.)"
4;760;790;20;30.12.2015;Грандшина
20;809.87;850.87;198;04.01.2016;"ООО ""Шинная Компания"""
2;798;850;54;04.01.2016;"ФОП Сучалкина"
20;798;798;70;04.01.2016;"ООО Авитех"
20;955.87;1003.87;330;04.01.2016;"ООО ""Шинная Компания"""
4;935;935;286;28.12.2015;"ООО ""Шинные технологии"""
20;1302.62;1367.62;505;04.01.2016;"ООО ""Шинная Компания"""
8;535;535;514;04.01.2016;"ООО «Колесо-Центр»"
8;517.95;559.57;291;28.12.2015;Элит
2;500;500;159;04.01.2016;"Мир Шин"
2;617;666;315;28.12.2015;Элит
2;620;620;270;04.01.2016;"ООО ""Н.К.С.-13"""
2;1012;1028;208;04.01.2016;"ООО ""МТС"""
10;952.42;1028.47;509;28.12.2015;Элит
2;1272;1311;486;04.01.2016;"ООО ""МТС"""
2;1595;1595;195;04.01.2016;"Мир Шин"
2;2772;2772;735;04.01.2016;"ООО «Колесо-Центр»"
2;3308;3308;742;04.01.2016;"ООО «Колесо-Центр»"
4;984;1014;429;04.01.2016;"ООО ""МТС"""
10;858.15;926.77;394;28.12.2015;Элит
2;1135;1135;162;04.01.2016;"ЧП Манойло (Два Cезона)"
4;1231;1268;513;04.01.2016;"ООО ""МТС"""
8;1496.47;1616.17;493;28.12.2015;Элит
4;472;496.12;25;28.12.2015;Элит
4;650;670;53;04.01.2016;"ООО ""МТС"""
10;562;590.62;38;28.12.2015;Элит
10;630;661;76;28.12.2015;Элит
22;500;500;254;04.01.2016;"ООО ""Н.К.С.-13"""
10;517;543.37;14;28.12.2015;Элит
4;580;580;281;04.01.2016;"ООО ""Н.К.С.-13"""
4;635;655;98;04.01.2016;"ООО ""МТС"""
10;585;614.25;50;28.12.2015;Элит
6;29;29;22;04.01.2016;"ЧП Карпов"
8;705;727;213;04.01.2016;"ООО ""МТС"""
10;652;685.12;88;28.12.2015;Элит
4;600;600;286;04.01.2016;"ООО ""Н.К.С.-13"""
4;658;678;117;04.01.2016;"ООО ""МТС"""
4;729;751;222;04.01.2016;"ООО ""МТС"""
10;652;685.12;95;28.12.2015;Элит
4;700;700;335;04.01.2016;"ООО ""Н.К.С.-13"""
2;37;37;33;04.01.2016;"ЧП Карпов"
8;665;665;336;04.01.2016;"ООО ""Н.К.С.-13"""
4;729;751;239;04.01.2016;"ООО ""МТС"""
8;675;708.75;113;28.12.2015;Элит
6;895;922;354;04.01.2016;"ООО ""МТС"""
2;980;980;35;04.01.2016;"ЧП Манойло (Два Cезона)"
2;50;50;72;04.01.2016;"ЧП Карпов"
4;1241;1279;406;04.01.2016;"ООО ""МТС"""
4;1502;1502;616;04.01.2016;БФ-Шина
5;630;630;60;04.01.2016;"ЧП Семеха"
5;750;750;61;04.01.2016;"ЧП Семеха"
10;652;685.12;39;28.12.2015;Элит
10;585;614.25;15;28.12.2015;Элит
10;652;685.12;51;28.12.2015;Элит
4;777;801;214;04.01.2016;"ООО ""МТС"""
10;720;756;89;28.12.2015;Элит
10;742;779.62;96;28.12.2015;Элит
6;840;840;206;04.01.2016;"ЧП Семеха"
6;970;970;207;04.01.2016;"ЧП Семеха"
7;900;945;114;28.12.2015;Элит
4;1170;1170;325;04.01.2016;"ЧП Семеха"
4;1310;1310;326;04.01.2016;"ЧП Семеха"
6;5950;5950;614;04.01.2016;"ЧП Семеха"
2;4900;4900;615;04.01.2016;"ЧП Семеха"
2;760;760;364;04.01.2016;"ООО ""Н.К.С.-13"""
10;769.27;830;348;28.12.2015;Элит
2;700;700;309;04.01.2016;"ООО ""Н.К.С.-13"""
4;1020;1020;9;28.12.2015;"TopGum Market (ФЛП Грегура В.Й.)"
12;850;850;311;04.01.2016;"ООО ""Н.К.С.-13"""
10;701;757.35;361;28.12.2015;Элит
10;706;762.97;340;28.12.2015;Элит
4;1147;1147;15;28.12.2015;"TopGum Market (ФЛП Грегура В.Й.)"
8;880;880;314;04.01.2016;"ООО ""Н.К.С.-13"""
4;1020;1020;19;28.12.2015;"TopGum Market (ФЛП Грегура В.Й.)"
2;960;960;431;04.01.2016;"ООО ""Н.К.С.-13"""
5;847.57;915.52;393;28.12.2015;Элит
2;952;952;85;04.01.2016;БФ-Шина
4;1360;1360;371;04.01.2016;"ООО ""Н.К.С.-13"""
4;1370;1370;185;04.01.2016;"Мир Шин"
2;1348;1348;319;04.01.2016;"ООО ""Н.К.С.-13"""
4;1503;1608.07;380;28.12.2015;Элит
10;1062.22;1147.27;416;28.12.2015;Элит
6;1147;1147;69;31.12.2015;"ООО ""Склад Колес"" (ПП Прокопенко)"
2;2550;2550;189;31.12.2015;"ООО ""Склад Колес"" (ПП Прокопенко)"
10;1539;1539;17;28.12.2015;"ТЛ АВТО"
2;605;635;1;04.01.2016;"ООО ""МТС"""
10;613;613;15;28.12.2015;"ТЛ АВТО"
4;674;674;229;04.01.2016;БФ-Шина
48;513;513;228;04.01.2016;"ООО ""Н.К.С.-13"""
23;513;513;229;04.01.2016;"ООО ""Н.К.С.-13"""
12;550;550;128;04.01.2016;"ЧП Карпов"
14;540;540;130;04.01.2016;"ЧП Карпов"
14;565;565;10;28.12.2015;Auto-Em
20;555;555;58;04.01.2016;"ЧП Семеха"
20;690;690;59;04.01.2016;"ЧП Семеха"
12;569.8;679.616;256;04.01.2016;"Аскания Авто"
12;569.8;679.616;259;04.01.2016;"Аскания Авто"
2;540;540;28;04.01.2016;"ООО ""Н.К.С.-13"""
6;540;540;29;04.01.2016;"ООО ""Н.К.С.-13"""
3;540;540;118;04.01.2016;"ЧП Карпов"
10;540;540;122;04.01.2016;"ЧП Карпов"
4;545;562;7;04.01.2016;"ООО ""МТС"""
28;574;574;30;28.12.2015;"ТЛ АВТО"
44;574;574;31;28.12.2015;"ТЛ АВТО"
4;529;529;16;04.01.2016;TireShop
12;600.621;681.947;234;04.01.2016;"Аскания Авто"
14;526;526;125;04.01.2016;"ООО «Колесо-Центр»"
4;610;610;126;04.01.2016;"ООО «Колесо-Центр»"
8;600;600;131;04.01.2016;"ЧП Карпов"
20;631;631;23;28.12.2015;"ТЛ АВТО"
20;630;630;137;04.01.2016;"ЧП Карпов"
6;625;660;215;04.01.2016;"ООО ""МТС"""
4;760;783;216;04.01.2016;"ООО ""МТС"""
20;680;680;173;04.01.2016;"ЧП Семеха"
20;799;799;174;04.01.2016;"ЧП Семеха"
8;635;635;243;04.01.2016;"ООО «Колесо-Центр»"
4;579;579;98;04.01.2016;"ООО ""Н.К.С.-13"""
36;563;563;285;04.01.2016;"ООО ""Н.К.С.-13"""
6;590;590;135;04.01.2016;"ЧП Карпов"
6;615;634;120;04.01.2016;"ООО ""МТС"""
2;699;720;121;04.01.2016;"ООО ""МТС"""
20;600;600;127;04.01.2016;"ЧП Семеха"
20;750;750;128;04.01.2016;"ЧП Семеха"
65;602;602;34;28.12.2015;"ТЛ АВТО"
6;594;594;47;30.12.2015;"Интершина Харьков"
12;627.298;723.646;305;04.01.2016;"Аскания Авто"
12;647.5;740.74;308;04.01.2016;"Аскания Авто"
4;592;592;207;04.01.2016;"ООО «Колесо-Центр»"
20;582;582;104;28.12.2015;"ООО ""Шинные технологии"""
2;640;640;328;04.01.2016;"ООО ""Н.К.С.-13"""
12;650;650;138;04.01.2016;"ЧП Карпов"
2;655;675;223;04.01.2016;"ООО ""МТС"""
2;767;791;224;04.01.2016;"ООО ""МТС"""
18;680;680;200;04.01.2016;"ЧП Семеха"
16;800;800;201;04.01.2016;"ЧП Семеха"
4;645;645;42;29.12.2015;ТОП-СЕРВИС
2;679;679;4;28.12.2015;"ТЛ АВТО"
60;691;691;33;28.12.2015;"ТЛ АВТО"
2;800;800;275;04.01.2016;"ООО «Колесо-Центр»"
6;680;701;240;04.01.2016;"ООО ""МТС"""
4;685;685;279;04.01.2016;"ООО «Колесо-Центр»"
45;670;670;139;04.01.2016;"ЧП Карпов"
4;755;778;260;04.01.2016;"ООО ""МТС"""
20;740;740;234;04.01.2016;"ЧП Семеха"
20;880;880;235;04.01.2016;"ЧП Семеха"
20;699;699;236;04.01.2016;"ЧП Семеха"
20;840;840;237;04.01.2016;"ЧП Семеха"
12;738.409;848.484;409;04.01.2016;"Аскания Авто"
4;570;570;2;30.12.2015;"Интершина Харьков"
12;642.061;749.546;224;04.01.2016;"Аскания Авто"
12;569;569;2;28.12.2015;"ООО ""Шинные технологии"""
8;525;525;6;30.12.2015;"Интершина Харьков"
12;600.621;681.947;231;04.01.2016;"Аскания Авто"
8;525;525;10;28.12.2015;"ООО ""Шинные технологии"""
6;582;582;38;30.12.2015;"Интершина Харьков"
12;662.263;774.669;274;04.01.2016;"Аскания Авто"
4;571;571;70;28.12.2015;"ООО ""Шинные технологии"""
6;627;627;67;30.12.2015;"Интершина Харьков"
8;603;603;151;28.12.2015;"ООО ""Шинные технологии"""
12;714.063;822.843;361;04.01.2016;"Аскания Авто"
16;647;647;173;28.12.2015;"ООО ""Шинные технологии"""
6;653;653;151;04.01.2016;"ЧП Семеха"
6;800;800;152;04.01.2016;"ЧП Семеха"
4;645;645;54;30.12.2015;"Интершина Харьков"
12;728.049;843.304;325;04.01.2016;"Аскания Авто"
4;638;638;120;28.12.2015;"ООО ""Шинные технологии"""
14;708;708;208;04.01.2016;"ЧП Семеха"
14;830;830;209;04.01.2016;"ЧП Семеха"
2;746.697;873.089;392;04.01.2016;"Аскания Авто"
4;655;655;206;28.12.2015;"ООО ""Шинные технологии"""
2;665;665;2;29.12.2015;"ЧП Стародубов"
8;770;770;141;04.01.2016;"ЧП Карпов"
4;770;770;142;04.01.2016;"ЧП Карпов"
4;750;773;284;04.01.2016;"ООО ""МТС"""
4;792;816;285;04.01.2016;"ООО ""МТС"""
20;810;810;264;04.01.2016;"ЧП Семеха"
20;940;940;265;04.01.2016;"ЧП Семеха"
20;810;810;266;04.01.2016;"ЧП Семеха"
20;940;940;267;04.01.2016;"ЧП Семеха"
12;836.311;967.106;430;04.01.2016;"Аскания Авто"
6;754;754;240;28.12.2015;"ООО ""Шинные технологии"""
11;754;754;241;28.12.2015;"ООО ""Шинные технологии"""
6;960;960;230;04.01.2016;"ООО ""Н.К.С.-13"""
12;1071.74;1225.85;442;04.01.2016;"Аскания Авто"
14;962;962;263;28.12.2015;"ООО ""Шинные технологии"""
20;547;547;12;28.12.2015;"ООО ""Шинные технологии"""
2;658;658;257;04.01.2016;"ООО «Колесо-Центр»"
4;645;645;56;30.12.2015;"Интершина Харьков"
6;644;644;122;28.12.2015;"ООО ""Шинные технологии"""
12;1087.8;1207.46;467;04.01.2016;"Аскания Авто"
10;791;791;16;28.12.2015;"ТЛ АВТО"
2;1170;1170;197;04.01.2016;"ООО ""Н.К.С.-13"""
2;1423;1423;337;28.12.2015;"ООО ""Шинные технологии"""
12;1460.24;1678.58;541;04.01.2016;"Аскания Авто"
4;1303;1303;359;28.12.2015;"ООО ""Шинные технологии"""
4;605;635;54;04.01.2016;"ООО ""МТС"""
10;608;608;26;30.12.2015;"Интершина Харьков"
12;699.3;798.238;258;04.01.2016;"Аскания Авто"
8;655;655;157;04.01.2016;"ООО «Колесо-Центр»"
8;608;608;41;28.12.2015;"ООО ""Шинные технологии"""
4;622;641;8;04.01.2016;"ООО ""МТС"""
8;629;629;8;30.12.2015;"Интершина Харьков"
12;673.4;799.792;233;04.01.2016;"Аскания Авто"
4;645;645;127;04.01.2016;"ООО «Колесо-Центр»"
9;628;628;13;28.12.2015;"ООО ""Шинные технологии"""
4;638;638;2;04.01.2016;"Мир Шин"
2;720;720;19;04.01.2016;"ЧП Манойло (Два Cезона)"
8;699;699;46;30.12.2015;"Интершина Харьков"
12;777;890.701;307;04.01.2016;"Аскания Авто"
4;675;675;103;28.12.2015;"ООО ""Шинные технологии"""
4;762;762;74;30.12.2015;"Интершина Харьков"
12;840.455;962.185;362;04.01.2016;"Аскания Авто"
8;727;727;174;28.12.2015;"ООО ""Шинные технологии"""
6;725;747;147;04.01.2016;"ООО ""МТС"""
8;728;728;57;30.12.2015;"Интершина Харьков"
12;802.9;952.861;326;04.01.2016;"Аскания Авто"
4;727;727;123;28.12.2015;"ООО ""Шинные технологии"""
6;714;736;259;04.01.2016;"ООО ""МТС"""
20;768;768;238;04.01.2016;"ЧП Семеха"
12;800.569;912.716;410;04.01.2016;"Аскания Авто"
2;835;861;283;04.01.2016;"ООО ""МТС"""
12;880.6;970.732;432;04.01.2016;"Аскания Авто"
4;839;839;330;04.01.2016;"ООО «Колесо-Центр»"
8;842;842;239;28.12.2015;"ООО ""Шинные технологии"""
12;1347.84;1529.14;444;04.01.2016;"Аскания Авто"
12;1446.77;1664.07;532;04.01.2016;"Аскания Авто"
8;1288;1288;551;28.12.2015;"ООО ""Шинные технологии"""
12;511;527;58;04.01.2016;"ООО ""МТС"""
4;615;634;59;04.01.2016;"ООО ""МТС"""
8;513;513;28;30.12.2015;"Интершина Харьков"
16;512;512;43;28.12.2015;"ООО ""Шинные технологии"""
7;560;560;24;04.01.2016;"ЧП Семеха"
7;700;700;25;04.01.2016;"ЧП Семеха"
4;525;525;10;30.12.2015;"Интершина Харьков"
12;525;525;15;28.12.2015;"ООО ""Шинные технологии"""
2;592;610;118;04.01.2016;"ООО ""МТС"""
4;680;701;119;04.01.2016;"ООО ""МТС"""
8;564;564;48;30.12.2015;"Интершина Харьков"
9;563;563;105;28.12.2015;"ООО ""Шинные технологии"""
8;580;580;1;29.12.2015;"ЧП Стародубов"
4;962;962;264;28.12.2015;"ООО ""Шинные технологии"""
8;538;555;55;04.01.2016;"ООО ""МТС"""
4;615;634;56;04.01.2016;"ООО ""МТС"""
23;567;567;26;28.12.2015;"ТЛ АВТО"
8;513;513;27;30.12.2015;"Интершина Харьков"
14;512;512;42;28.12.2015;"ООО ""Шинные технологии"""
8;547;547;26;04.01.2016;"ЧП Семеха"
8;700;700;27;04.01.2016;"ЧП Семеха"
6;536;536;9;30.12.2015;"Интершина Харьков"
10;535;535;14;28.12.2015;"ООО ""Шинные технологии"""
2;528;528;73;04.01.2016;"ООО ""Н.К.С.-13"""
4;529;545;57;04.01.2016;"ООО ""МТС"""
10;569.8;679.616;257;04.01.2016;"Аскания Авто"
8;532;532;158;04.01.2016;"ООО «Колесо-Центр»"
20;540;540;39;28.12.2015;"ООО ""Шинные технологии"""
10;695;695;40;28.12.2015;"ООО ""Шинные технологии"""
8;540;540;7;30.12.2015;"Интершина Харьков"
12;600.621;688.681;232;04.01.2016;"Аскания Авто"
2;526;526;128;04.01.2016;"ООО «Колесо-Центр»"
9;539;539;11;28.12.2015;"ООО ""Шинные технологии"""
4;625;644;90;04.01.2016;"ООО ""МТС"""
4;725;747;91;04.01.2016;"ООО ""МТС"""
4;602;602;39;30.12.2015;"Интершина Харьков"
2;588;588;178;04.01.2016;"ООО «Колесо-Центр»"
12;571;571;71;28.12.2015;"ООО ""Шинные технологии"""
9;595;595;99;04.01.2016;"ООО ""Н.К.С.-13"""
6;622;622;45;30.12.2015;"Интершина Харьков"
12;684.278;777.518;306;04.01.2016;"Аскания Авто"
4;621;621;102;28.12.2015;"ООО ""Шинные технологии"""
2;671;692;148;04.01.2016;"ООО ""МТС"""
4;659;659;55;30.12.2015;"Интершина Харьков"
12;638;638;121;28.12.2015;"ООО ""Шинные технологии"""
12;923.335;1061.64;378;04.01.2016;"Аскания Авто"
4;831;831;197;28.12.2015;"ООО ""Шинные технологии"""
4;669;669;220;28.12.2015;"ООО ""Шинные технологии"""
16;967;967;190;04.01.2016;"ООО ""Н.К.С.-13"""
12;1061.9;1175.08;466;04.01.2016;"Аскания Авто"
8;754;754;238;28.12.2015;"ООО ""Шинные технологии"""
4;950;950;342;04.01.2016;"ООО ""Н.К.С.-13"""
8;1165;1165;198;04.01.2016;"ООО ""Н.К.С.-13"""
12;1295;1490.03;500;04.01.2016;"Аскания Авто"
12;1010.62;1159.03;447;04.01.2016;"Аскания Авто"
4;1222;1259;407;04.01.2016;"ООО ""МТС"""
4;930;930;1161;28.12.2015;"ООО ""Шинные технологии"""
4;955;955;181;04.01.2016;"Мир Шин"
4;1143;1143;242;30.12.2015;"Интершина Харьков"
7;1097;1097;1044;04.01.2016;TireShop
4;1142;1142;1166;28.12.2015;"ООО ""Шинные технологии"""
12;578;578;1070;28.12.2015;"ООО ""Шинные технологии"""
4;641;641;6;28.12.2015;"ТЛ АВТО"
26;675;675;29;28.12.2015;"ТЛ АВТО"
2;644;644;211;30.12.2015;"Интершина Харьков"
5;643;643;1090;28.12.2015;"ООО ""Шинные технологии"""
2;698;698;998;04.01.2016;TireShop
44;783;783;32;28.12.2015;"ТЛ АВТО"
8;747;747;234;30.12.2015;"Интершина Харьков"
18;746;746;1147;28.12.2015;"ООО ""Шинные технологии"""
8;660;660;11;28.12.2015;"ТЛ АВТО"
12;699.3;777;19;04.01.2016;"Аскания Авто"
7;578;578;1071;28.12.2015;"ООО ""Шинные технологии"""
2;572;572;1047;28.12.2015;"ООО ""Шинные технологии"""
10;611;611;1076;28.12.2015;"ООО ""Шинные технологии"""
5;777;854.7;29;04.01.2016;"Аскания Авто"
2;652;652;989;04.01.2016;TireShop
10;643;643;1091;28.12.2015;"ООО ""Шинные технологии"""
13;775;775;20;28.12.2015;"ТЛ АВТО"
2;854.7;932.4;56;04.01.2016;"Аскания Авто"
8;732;732;172;04.01.2016;"Мир Шин"
20;816;816;24;28.12.2015;"ТЛ АВТО"
4;779;779;235;30.12.2015;"Интершина Харьков"
12;906.5;984.2;73;04.01.2016;"Аскания Авто"
4;776;776;178;04.01.2016;"Мир Шин"
2;551;551;179;30.12.2015;"Интершина Харьков"
4;551;551;1039;28.12.2015;"ООО ""Шинные технологии"""
18;702;702;22;28.12.2015;"ТЛ АВТО"
4;617;617;973;04.01.2016;TireShop
12;751.1;828.8;20;04.01.2016;"Аскания Авто"
10;616;616;1072;28.12.2015;"ООО ""Шинные технологии"""
